"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","test_part","corr_resp","probe","target","foil1","foil2","condition","question","roomNum","sameRoom","context"
"","html-keyboard-response","457","1117419","0.0-2.0-5.75","18115.604999940842","<img src= images/stimuli/62.png width = '386.6666666666667' height = '243.18658280922432'><p>At which location in the room was the object?</p><img src= images/stimuli/nw_table.png width = '386.6666666666667' height = '386.6666666666667' hspace='5'><img src= images/stimuli/ww_table.png width = '386.6666666666667' height = '386.6666666666667' hspace='5'><p>Press 1 or 2.</p>","49","tableNum","3","","","","","1","","","",""
"","html-keyboard-response","458","1117920","0.0-2.0-0.76","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","",""
"","html-keyboard-response","459","1125021","0.0-2.0-1.76","7099.440000019968","<img src= images/stimuli/26.png width = '386.6666666666667' height = '243.18658280922432'><p>What came before this object?</p><img src= images/stimuli/28.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= images/stimuli/76.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= images/stimuli/80.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","51","temporalOrder","3","26","images/stimuli/80.png","images/stimuli/76.png","images/stimuli/28.png","1","What came before this object?","22","0","across"
"","html-keyboard-response","460","1125526","0.0-2.0-2.76","null","","null","blank","","","","","","","","","",""
"","html-keyboard-response","461","1128225","0.0-2.0-3.76","2698.310000007041","<img src= images/stimuli/26.png width = '386.6666666666667' height = '243.18658280922432'><p>In which type of room was the object?</p><img src= images/stimuli/nw_room.png width = '386.6666666666667' height = '386.6666666666667' hspace='5'><img src= images/stimuli/ww_room.png width = '386.6666666666667' height = '386.6666666666667' hspace='5'><p>Press 1 or 2.</p>","50","roomType","2","","","","","1","","22","",""
"","html-keyboard-response","462","1128730","0.0-2.0-4.76","null","","null","blank","","","","","","","","","",""
"","html-keyboard-response","463","1129450","0.0-2.0-5.76","718.7449999619275","<img src= images/stimuli/26.png width = '386.6666666666667' height = '243.18658280922432'><p>At which location in the room was the object?</p><img src= images/stimuli/nw_table.png width = '386.6666666666667' height = '386.6666666666667' hspace='5'><img src= images/stimuli/ww_table.png width = '386.6666666666667' height = '386.6666666666667' hspace='5'><p>Press 1 or 2.</p>","50","tableNum","2","","","","","1","","","",""
"","html-keyboard-response","464","1129951","0.0-2.0-0.77","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","",""
"","html-keyboard-response","465","1135537","0.0-2.0-1.77","5584.384999936447","<img src= images/stimuli/60.png width = '386.6666666666667' height = '243.18658280922432'><p>What came before this object?</p><img src= images/stimuli/18.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= images/stimuli/62.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= images/stimuli/48.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","temporalOrder","1","60","images/stimuli/18.png","images/stimuli/48.png","images/stimuli/62.png","1","What came before this object?","31","0","across"
"","html-keyboard-response","466","1136042","0.0-2.0-2.77","null","","null","blank","","","","","","","","","",""
